case1,case2,case3,case4
0.0006031312462208332,0.005428181215987499,0.0013535922625108777,0.0006031312462208332
0.005428181215987499,0.015078281155520833,0.0073695578736703345,0.005428181215987499
0.015078281155520833,0.02955343106482083,0.018198295973757356,0.015078281155520833
0.02955343106482083,0.0488536309438875,0.03383980656277194,0.02955343106482083
0.0488536309438875,0.07297888079272083,0.0542940896407141,0.0488536309438875
0.07297888079272083,0.10192918061132082,0.07956114520758381,0.07297888079272083
0.10192918061132082,0.13570453039968747,0.1096409732633811,0.10192918061132082
0.13570453039968747,0.1743049301578208,0.14453357380810594,0.13570453039968747
