case1,case2,case3,case4
0.4250222495394833,0.5820386996675275,0.12079032463585533,8.441250836107832
0.8661677746744723,0.836366614843148,0.8091975565603314,0.3734872020618609
0.8860036722597844,0.8989662212297138,0.7956138660028323,0.5379225142383512
0.8196694478893977,0.7648445603012652,0.7108915618247773,0.5092458053758577
0.9335443022920243,0.9041702666013531,0.8936190524304297,0.8251734207270142
0.9108715149984307,0.9270247843425112,0.8945552058732608,0.8366836163894179
0.8561342897315106,0.845598372552606,0.7958616347974419,0.7120079756576526
0.9403463682962365,0.9210603644850267,0.9052580853851261,0.8684562215797624
